#pos.x,pos.y,pos.z
3.993475934466814148e-01,1.264214181622447253e+00,6.610433164457798938e+00
4.797875112286851262e-01,1.595870160558255701e+00,6.533169318914255896e+00
4.099393271869840039e-01,1.428469804690707168e+00,6.363477374149018040e+00
9.610327033358114779e-01,1.508092578451853738e+00,6.738807042722759988e+00
8.881615304578490688e-01,1.617431530757833746e+00,6.405556551641630847e+00
1.097274516680694978e+00,1.563358439647834164e+00,6.568829789354412085e+00
9.877258128336281473e-01,1.705013070011550003e+00,6.327139316921785550e+00
1.356993298897222200e+00,1.759201648356858438e+00,6.728134767986905018e+00
1.444532054266234100e+00,1.682368445139692970e+00,6.575870581934302628e+00
1.659478997476607320e+00,1.777251929776451744e+00,6.549294041599210914e+00
1.261660956917297183e+00,1.661043737118847785e+00,6.678955419649883041e+00
1.723080473531380719e+00,1.851294713790720303e+00,6.748235055990189579e+00
1.724223742675773163e+00,1.280638529309370499e+00,6.667832334994174381e+00
1.909929030958777085e+00,1.601063538454288171e+00,6.790509436774580188e+00
1.871863156946485862e+00,1.563965576150810444e+00,6.169339282022266779e+00
2.077787403238393615e+00,1.370029777430539664e+00,6.936301577477052227e+00
2.195458542460512863e+00,1.708345995438353304e+00,6.576641415542872515e+00
2.303468666437346268e+00,1.440673553986513866e+00,6.348629027365463529e+00
2.433324912327425427e+00,1.400836331904655951e+00,6.496547922784263740e+00
2.548387604249632954e+00,1.073133826959613124e+00,6.536256285408203581e+00
2.683168523912902170e+00,9.996265239576418438e-01,6.808633767554775673e+00
2.513265656153982786e+00,1.180049608763716229e+00,6.787399868070382425e+00
2.726300991718904498e+00,1.072531724637843187e+00,6.371150673127300657e+00
2.814273539219161790e+00,8.742604787435674929e-01,6.469658825815523429e+00
3.053007934016033431e+00,6.202760102710487278e-01,6.622567558677834754e+00
3.028991662538689678e+00,9.717390534686715098e-01,6.560438110010991863e+00
2.776017157952002989e+00,6.266377183848337307e-01,6.563893233206480993e+00
3.188335032129850699e+00,8.444554585561396820e-01,6.416401651444133769e+00
3.124887287742411424e+00,5.710828010555906165e-01,6.307156055389881111e+00
3.393656557309968846e+00,2.389067823048988959e-01,6.876470755364285203e+00
3.296841509078446197e+00,1.900312824694645186e-01,6.561630013339228462e+00
3.314176517005698042e+00,-2.256715303656773863e-01,6.597817579375780284e+00
3.094234380486065028e+00,-3.414552228321489358e-02,6.495452487578500467e+00
3.212193291412877905e+00,-2.623922860555548686e-01,6.668827657536072984e+00
3.330870997739713957e+00,-1.734997317301885666e-01,6.745813227755079744e+00
3.416619068229752365e+00,-3.394860630236747889e-01,6.602059450721636580e+00
3.340268707511863777e+00,-4.108300716746840497e-01,6.498172556098777086e+00
3.128950772669833569e+00,-6.494075264309169260e-01,6.492753828714056041e+00
3.130116802284877764e+00,-8.211087180459323287e-01,6.550014311582361692e+00
3.224159449263887200e+00,-7.087060961865483399e-01,6.651612465526670626e+00
3.354058088197906073e+00,-1.150053280889021368e+00,7.082281049924133320e+00
3.134275628511257406e+00,-1.239788447845308506e+00,6.651839212334929030e+00
3.458945528168303696e+00,-1.321064895886743917e+00,6.485586771709519915e+00
3.096453713916858419e+00,-1.048873541942932919e+00,6.616170035584573839e+00
2.760121742267825251e+00,-1.559206049090772872e+00,6.618766346932936528e+00
2.861587130999597495e+00,-1.468016075657043507e+00,6.654565526566112332e+00
2.773332425218025143e+00,-1.607797383158926063e+00,6.452259617868204344e+00
2.986536291548813171e+00,-1.402782603575948084e+00,6.596252143853036820e+00
2.556369657035814313e+00,-1.811342180834007998e+00,6.549052905151823367e+00
2.508885443572537621e+00,-1.695692692357495313e+00,6.663144153425126781e+00
2.468492262527946401e+00,-1.512010002949910392e+00,6.528385601749548073e+00
2.396438104914921929e+00,-2.205139745254125927e+00,6.856182640117069127e+00
2.144275085300858308e+00,-2.218308295632644978e+00,6.717303128892800679e+00
2.279581584839597497e+00,-2.284131563960477784e+00,6.694542757890110884e+00
2.147246534176352917e+00,-2.205306662513031757e+00,6.656756341678206290e+00
1.938124010717692469e+00,-2.467150328543263438e+00,6.720110145925141332e+00
1.554449544725370558e+00,-2.540740156891725832e+00,6.752934078554416075e+00
1.581919774141366197e+00,-2.324177233775874374e+00,6.621110773492969948e+00
1.602886439611170388e+00,-2.258276259429024879e+00,6.400567586935526521e+00
1.736729416812902826e+00,-2.105058075364905523e+00,6.752148595045975199e+00
1.389886919226888562e+00,-2.254884255229659740e+00,6.333651135970174373e+00
9.492365619289648837e-01,-2.234823677763382310e+00,6.289145867837777182e+00
1.094643946429424419e+00,-2.233213302032650116e+00,6.673100238807321283e+00
9.080178100723224066e-01,-2.255615691917578935e+00,6.649805484556522650e+00
9.538553163287550873e-01,-2.223988934169890186e+00,6.771765650023107597e+00
8.566935541837236157e-01,-2.502818039896975488e+00,6.478200563745928342e+00
6.601145281603624237e-01,-2.347436698124245602e+00,6.631669187793027831e+00
4.864785815841522476e-01,-2.210240009176789311e+00,6.652671445569693809e+00
3.699621498440288092e-01,-1.969724400871047054e+00,6.697458682487232196e+00
4.002924956258113176e-01,-2.042192810474030118e+00,6.742931682584620390e+00
2.027412503492070084e-01,-1.975313998812852967e+00,6.488026960083742800e+00
4.483076558619032703e-02,-1.996393090517610602e+00,6.550031237510623328e+00
-9.757573963231955250e-02,-1.856919868556383690e+00,6.651521074661648214e+00
-1.738471477742314364e-01,-1.907033743254909153e+00,6.521966680372851322e+00
-9.642356686409639388e-02,-1.698560082044506814e+00,6.284380759404321282e+00
-1.137921245089629496e-01,-1.479388174388429178e+00,6.557480479483047908e+00
-2.754754776088710333e-01,-1.371636711743128068e+00,6.661341726660504392e+00
-2.865502338076770239e-01,-1.249991420409853227e+00,6.559226047663614168e+00
-4.038847547809516492e-01,-1.247695610290625590e+00,6.578946781267413613e+00
-5.372037589390857848e-01,-1.453637839221817218e+00,6.328117096154935339e+00
-5.198210370199994879e-01,-1.091001925192011779e+00,6.700871605993254043e+00
-6.498856040169971315e-01,-9.029209865894495257e-01,6.603129099422909043e+00
-7.250506383799532051e-01,-5.987068472878463998e-01,6.635322098524502721e+00
-5.222477556550499944e-01,-8.409416462480350241e-01,6.651395784360634167e+00
-5.522302956927228612e-01,-5.069060028162506448e-01,6.503064887088398471e+00
-6.439909294442073273e-01,-3.241549256875231877e-01,6.485048486486963526e+00
-6.951973734206937650e-01,-4.087754566900696496e-01,6.568056230246707372e+00
-6.470497475746165295e-01,-2.413071173570471573e-01,6.607487653041286713e+00
-9.233228100337894650e-01,-2.622208924830846666e-01,6.736138021861668435e+00
-9.614273503828800749e-01,1.389792786633067267e-01,6.701870875612842227e+00
-7.345369772762024851e-01,1.853107456944765308e-01,6.458285922000633228e+00
-2.117204226855697868e-01,1.830156210743763001e-01,6.381828583923093490e+00
-4.610330066040375652e-01,1.607430775112866916e-02,6.740522391611384556e+00
-4.396946185493604276e-01,3.619216943715376500e-01,6.369274518500986026e+00
-1.995882217640304046e-01,5.583848549052632393e-01,6.698188160531761248e+00
-5.094700289112636948e-01,5.889523382243017080e-01,6.675511730815977707e+00
-4.289954754453465524e-01,7.453999756884319705e-01,6.617184281176363925e+00
-5.995948912086249694e-01,8.259731537142829261e-01,6.792994144257943567e+00
-4.951713997397992895e-01,9.093027134295845748e-01,6.739605452151718801e+00
-1.910269697304415870e-01,1.102638510393463056e+00,6.597502194746165394e+00
-2.403725508533472444e-01,1.298574347497731374e+00,6.591821916462564879e+00
1.650054613984799357e-01,1.125499521131443581e+00,6.333922403577844307e+00
2.240416543033624253e-01,1.109839335824808204e+00,6.508220534428914128e+00
-6.403183725096323053e-03,1.487714211423772248e+00,6.679418790469652478e+00
1.428165243068327539e-01,1.460552440381345685e+00,6.522906838893563375e+00
1.213866953778486857e-01,1.524052689856358445e+00,6.702673252744211219e+00
1.816566648303605258e-01,1.369901607529017351e+00,6.557648587442976407e+00
6.552153537116151005e-01,1.791629320232297706e+00,6.716374832718353005e+00
8.596966207155630757e-01,1.314493753966742062e+00,6.360188612161748800e+00
7.428746488331067210e-01,1.738663302621957785e+00,6.735438247306652748e+00
6.759159611002962809e-01,1.809057450670453537e+00,6.204910088162911563e+00
1.298605188688087830e+00,1.592521071231731700e+00,6.470216126409137125e+00
1.305321347060879100e+00,1.822118912885056119e+00,6.609118965689503966e+00
1.139324610077952826e+00,1.660028028849849679e+00,6.714030597742453033e+00
1.248075525557337473e+00,1.990226297328193006e+00,6.409062585555122205e+00
1.665053713548807490e+00,1.887563667126069822e+00,6.421578705956874522e+00
1.717762794684566829e+00,1.779113444054365667e+00,6.473161529669674508e+00
1.643940064100378740e+00,1.368702380898616955e+00,6.743210889242982731e+00
1.825741817006841794e+00,1.748110398456379055e+00,6.405072295236753810e+00
2.075785453507852818e+00,1.647254706676454683e+00,6.639942070600398871e+00
2.160279784681450543e+00,1.621917785970206971e+00,6.629686500753484424e+00
2.119574482060265996e+00,1.574936462035206430e+00,6.607458273743752386e+00
2.298354544052695125e+00,1.303857633278648898e+00,6.937247471700584533e+00
2.376595695945898257e+00,1.320437462119893324e+00,6.747572357162338719e+00
2.510529121871953873e+00,1.224154585861698230e+00,6.677782272039375577e+00
2.877717416091617686e+00,1.199479803926117638e+00,6.232749442188930011e+00
2.716135677348955113e+00,9.816012494515966580e-01,6.677206781126173496e+00
2.959952259047271106e+00,1.066310184494216218e+00,6.593644349971680363e+00
2.879181050500392747e+00,8.909934696827751521e-01,6.439175773253420942e+00
3.055417388946362500e+00,9.972918777465404894e-01,6.673039207892785818e+00
2.929273083256150212e+00,8.181948261425313618e-01,6.585085311366724703e+00
2.858434265608554625e+00,5.807247390667261699e-01,6.749570636378728672e+00
2.970459455965524409e+00,4.759207194065023239e-01,6.586560404412763248e+00
3.200282234124273373e+00,3.211778410560277575e-01,6.542476247059897609e+00
3.373195751216880200e+00,2.080122023637428486e-01,6.655090910931427572e+00
3.265485810312807491e+00,2.014767164089451557e-01,6.418388495157704376e+00
3.245716427088353395e+00,1.529640741947766724e-01,6.674467676653683235e+00
3.489569846127339225e+00,-2.642785418138835496e-01,6.753685617692656962e+00
3.059005799670857950e+00,-2.121363184697305782e-01,6.764859345040895811e+00
3.398020024266340311e+00,-3.676670542720664736e-01,6.627215254703340719e+00
3.305494851429511716e+00,-3.572796197328321210e-01,6.603302271346384700e+00
3.189200546038451378e+00,-5.990733130007093177e-01,6.476079996847097675e+00
3.490146209383884646e+00,-7.409457331845665795e-01,6.611502667256933918e+00
3.270242264231480789e+00,-8.580529453640629578e-01,6.611598991150676063e+00
3.152971051355897725e+00,-8.831194063722329624e-01,6.650454508743648852e+00
3.059263514390268224e+00,-1.087175552206354201e+00,6.367696566903046751e+00
3.086374062057730683e+00,-1.142602659214523531e+00,6.864343518595168447e+00
3.036613763625269691e+00,-1.248279355327692297e+00,6.916574152990385471e+00
2.966466049238008829e+00,-1.080116151005036329e+00,6.586288878910826483e+00
2.794050591253315119e+00,-1.355775118882940777e+00,6.684524949988690956e+00
2.728299314916820872e+00,-1.674140548381330307e+00,6.756692013498299509e+00
2.719541090082154167e+00,-1.476330446300028409e+00,6.767957620314913214e+00
2.386540983516737047e+00,-1.410210713839983976e+00,6.474824758622935938e+00
2.574248526386663904e+00,-1.842647943696856583e+00,6.532685044655076823e+00
2.255244968115869497e+00,-1.851210045833756812e+00,6.478684269160202014e+00
2.641208080842702088e+00,-2.061417856760416001e+00,6.646397774347990506e+00
2.299858939581971295e+00,-2.107895696407157793e+00,6.691518626838094619e+00
2.128852492340853608e+00,-1.976775646030221045e+00,6.601116860476705206e+00
2.067165873446994873e+00,-2.069165211199849530e+00,6.568606713498581939e+00
1.850662337003728508e+00,-2.236898497868551772e+00,6.417607838547678689e+00
1.460037888963455766e+00,-2.332470667100033257e+00,6.253643444167507504e+00
1.699790817345122607e+00,-2.023364004946635042e+00,6.633516095866237805e+00
1.529569776066880937e+00,-2.444275892172908193e+00,6.775117049920406309e+00
1.669427026984896756e+00,-2.329526435831425157e+00,6.512474144090574235e+00
1.330889059252993611e+00,-2.460576994819489993e+00,6.442238902060172023e+00
1.432797219465312688e+00,-2.345784273301565914e+00,6.532828133608045817e+00
1.287019268282707074e+00,-2.260371156300461593e+00,6.699966051316120108e+00
1.400638480450125956e+00,-2.176965793571199015e+00,6.674659446717802425e+00
6.532820768556927282e-01,-2.352404603343732248e+00,6.522419366254239570e+00
6.532578029300892819e-01,-2.166828970824808298e+00,6.186164219444362899e+00
6.426101689472178968e-01,-2.183682403264772809e+00,6.680720538246845308e+00
4.906229659299077284e-01,-1.955153086775346605e+00,6.394741205443758680e+00
4.633303862310799159e-01,-2.147394728483619897e+00,6.844696026787964627e+00
6.016083756178457476e-01,-1.834018781752764005e+00,6.770835750461814406e+00
2.827286563645413642e-01,-1.987486009426197020e+00,6.602462934282393725e+00
3.347253201240587006e-01,-1.750890538157273024e+00,6.660629611941202732e+00
1.570932979083649594e-01,-1.930527785556353182e+00,6.531800598869880403e+00
7.067047080078345256e-02,-1.919712908648521843e+00,6.550543348788278486e+00
-2.115489712678435552e-01,-1.464073437655376120e+00,6.566839178722100989e+00
-4.366710575908039349e-02,-1.687053404840510140e+00,6.658355112535505604e+00
-1.123074099973608020e-01,-1.521160856633215985e+00,6.458757733253015054e+00
-2.961357621500088078e-01,-1.514292385745530600e+00,6.506973768663735669e+00
-3.170299730927742532e-01,-1.270911003201688372e+00,6.579228826583812584e+00
-2.067180039843127259e-01,-1.330196056957063000e+00,6.352473448859584870e+00
-7.349044564313100825e-01,-1.308311613375533256e+00,6.233197545164906650e+00
-4.769378859283068817e-01,-1.038345934901280465e+00,6.660475932610606442e+00
-5.310473406628535287e-01,-9.721456473354530559e-01,6.560806911909056183e+00
-5.666363441901964837e-01,-7.175276495201697857e-01,6.573768847459306564e+00
-7.204334664599099103e-01,-8.154970309735868339e-01,6.735156958562337870e+00
-6.324300318247916275e-01,-5.937526712500287296e-01,6.440635845173593665e+00
-6.178084867494872956e-01,-4.713611508554650942e-01,6.820442918262273224e+00
-7.595174157635610213e-01,-4.372244612542574571e-01,6.696422444248986139e+00
-7.944077334791789236e-01,-2.230400635224336625e-01,6.558030705707157182e+00
-5.399948330690342857e-01,2.310684060819906405e-02,6.674733613597174653e+00
-4.640990654820081329e-01,2.407287037575528421e-01,6.484896249640714316e+00
-6.860825399788786916e-01,-9.136416533019792174e-02,6.765624954434183991e+00
-3.008823445376505590e-01,3.501162743818246326e-01,6.363297952955929482e+00
-5.638012637117786330e-01,3.498018484736654110e-01,6.221213789276298201e+00
-2.428713305800609401e-01,4.852468567282292033e-01,6.535293469178713899e+00
-9.555630720150749546e-01,7.054472949765587808e-01,6.668053385752314099e+00
-5.142592618842299901e-01,1.079503059040440860e+00,6.702048671061295870e+00
-2.564768081091408636e-01,9.234227384286560758e-01,6.682593137424051477e+00
-2.381153981258236629e-01,7.790188686078574065e-01,6.906288907065672333e+00
-1.597569228967420096e-01,9.408188957773295780e-01,6.518419698583347355e+00
-5.328380620814664181e-02,7.860682177083315736e-01,7.054697714198407077e+00
-5.433585399034327607e-02,1.554823742701355371e+00,6.793407916808382296e+00
1.239026690606965658e-01,1.322508914052194617e+00,6.669143795043254386e+00
3.311388735824533081e-01,1.548867386294064952e+00,6.502925553981555140e+00
3.417920058625204538e-01,1.496501071525424331e+00,6.587445775188966124e+00
3.792272916382996573e-01,1.578848929534319545e+00,6.481399301086366194e+00
4.218561527466165861e-01,1.647541112957116471e+00,6.740438486090525316e+00
5.627021000143539453e-01,1.493198823340818882e+00,6.607398711140092473e+00
6.643250738113620768e-01,1.495821579346928498e+00,6.615819716118346072e+00
7.509893372432110414e-01,1.861558212501569054e+00,6.658517215828826608e+00
9.467549104372643409e-01,1.547570602402334572e+00,6.422604402609604080e+00
1.010041706437180276e+00,1.831847896094274120e+00,6.602531579172760345e+00
1.132674257195261491e+00,1.691205919516377332e+00,6.682202602974932404e+00
1.218649296515963876e+00,1.804671026944941969e+00,6.515742379023685693e+00
1.393089258514303097e+00,1.683946330584721762e+00,6.735110392017968017e+00
1.528080157488134860e+00,1.699568359818222074e+00,6.592156060023524944e+00
1.437245056331336146e+00,1.825276293017688678e+00,6.607259490262848090e+00
1.905200234835315420e+00,1.518195351365396739e+00,6.740690732231307436e+00
1.851244124355491127e+00,1.775072425355138872e+00,6.560028090925340116e+00
1.875361613960782048e+00,1.469628796464367504e+00,6.754991193136849148e+00
2.079459896508311534e+00,1.560322524878150263e+00,6.617668953415813071e+00
2.202733822277801679e+00,1.563572036105606466e+00,6.465397696338404998e+00
2.102829528855217234e+00,1.308766415544263539e+00,6.649650077297627249e+00
2.438675368416775679e+00,1.256259747510195091e+00,6.593886232256473967e+00
2.618150870109074990e+00,1.410101999965561959e+00,6.735530901534444226e+00
2.711015729645004146e+00,1.206717792848442050e+00,6.365530971039904173e+00
2.482839057470783040e+00,1.224711209525750855e+00,6.370691250642655845e+00
2.829423644899085488e+00,1.038681621361905227e+00,6.669715816599431690e+00
2.805589284484172108e+00,1.010731463943932651e+00,6.593037819215889606e+00
2.980435001535539641e+00,7.884243935720679497e-01,6.764848415652655156e+00
2.882377326670825024e+00,6.203153585426508521e-01,6.617636298949123308e+00
2.992885648218364114e+00,9.359420476798843147e-01,6.448372990952560002e+00
3.012433790270686362e+00,4.795543618000531749e-01,6.602879561957519350e+00
3.250206776436031397e+00,3.053148303442125844e-01,6.503475689552685957e+00
3.063266411437857162e+00,2.516085573546853471e-01,6.551028770847610261e+00
3.193719871835696278e+00,2.081761742792239689e-01,6.743368794648731956e+00
3.306181955913145565e+00,4.525712301713409602e-02,6.627242892085436488e+00
3.447491870772060985e+00,-5.382966464258150119e-02,6.529160169217639975e+00
3.013530515647641739e+00,-3.107426231667186345e-01,6.732678210888848547e+00
3.149935777731496689e+00,-9.765628415874533230e-02,6.434932279448090320e+00
3.396131398335564544e+00,-3.849129708803443739e-01,6.439864460255050105e+00
3.491573270837054821e+00,-5.835922908163432288e-01,6.878393396646542257e+00
3.285395835913087481e+00,-8.044331805481004238e-01,6.626855361767092667e+00
3.419823064174546623e+00,-7.599085586839656736e-01,6.580568002558067064e+00
3.253117494086430472e+00,-7.728187622266730061e-01,6.381024508094521153e+00
3.259878906246551189e+00,-9.719823632712093486e-01,6.622954545899467860e+00
2.764310938198038414e+00,-1.599223589653205213e+00,6.766502989601169027e+00
3.035562055762140332e+00,-1.377847305251016730e+00,6.868256332692089572e+00
2.767911721286703486e+00,-1.338773673044672874e+00,6.691354363089981661e+00
2.970521831473787344e+00,-1.260454682789255765e+00,6.409080567637365888e+00
2.851815500944767656e+00,-1.417266259240882675e+00,6.564504873430148990e+00
2.959118978472285555e+00,-1.707892971909886759e+00,6.592180799427805660e+00
2.860889029183523835e+00,-1.833383290950203026e+00,6.490353208212624736e+00
